Education,customer_id,AGE,marital,JOB
secondary,132756,37,married,technician
secondary,132763,29,married,blue-collar
secondary,132764,28,single,services
tertiary,132772,34,single,technician
tertiary,132780,31,single,technician
secondary,132788,32,married,blue-collar
secondary,132797,31,married,admin.
secondary,132799,30,single,admin.
primary,132805,53,married,blue-collar
tertiary,132814,39,married,self-employed
secondary,132819,41,married,blue-collar
secondary,132821,34,married,admin.
tertiary,132823,41,single,management
primary,132828,33,married,blue-collar
secondary,132829,40,single,services
tertiary,132835,38,married,management
tertiary,132836,36,married,management
tertiary,132837,35,single,management
secondary,132844,33,married,blue-collar
primary,132851,40,married,blue-collar
secondary,132852,31,married,technician
tertiary,132855,41,single,technician
primary,132860,37,married,blue-collar
secondary,132871,29,married,technician
secondary,132883,33,married,technician
secondary,132886,35,married,admin.
primary,132898,37,married,blue-collar
primary,132899,46,married,blue-collar
primary,132903,71,married,retired
unknown,132916,36,single,blue-collar
secondary,132918,36,single,technician
SECONDARY,132921,24,married,blue-collar
secondary,132923,32,single,services
tertiary,132924,48,divorced,management
unknown,132925,33,divorced,blue-collar
secondary,132926,35,married,services
secondary,132933,52,divorced,admin.
secondary,132935,27,single,blue-collar
tertiary,132938,30,married,services
secondary,132953,38,married,technician
secondary,132966,34,married,management
unknown,132967,35,married,blue-collar
secondary,132969,33,married,technician
tertiary,132972,28,single,management
secondary,132973,46,married,management
tertiary,132978,28,single,housemaid
secondary,132988,31,single,admin.
secondary,132990,39,married,technician
secondary,132993,49,married,entrepreneur
primary,132998,34,married,blue-collar
secondary,133001,37,married,blue-collar
secondary,133003,33,married,services
secondary,133007,31,single,technician
secondary,133013,29,single,ADMINISTRATION
primary,133015,32,married,blue-collar
primary,133021,32,divorced,self-employed
secondary,133023,29,single,technician
primary,133035,37,married,blue-collar
tertiary,133047,33,married,management
primary,133050,53,divorced,services
tertiary,133053,57,married,housemaid
secondary,133060,41,married,self-employed
primary,133062,35,married,blue-collar
secondary,133064,29,single,services
tertiary,133073,35,single,management
primary,133075,51,married,blue-collar
secondary,133080,33,single,admin.
secondary,133086,31,married,technician
tertiary,133090,36,married,admin.
secondary,133112,46,married,blue-collar
secondary,133113,35,single,technician
secondary,133118,74,married,retired
primary,133121,42,married,blue-collar
secondary,133125,53,married,technician
tertiary,133134,37,single,technician
secondary,133144,38,married,admin.
secondary,133146,41,married,technician
primary,133151,37,single,self-employed
secondary,133162,38,single,blue-collar
secondary,133163,37,single,blue-collar
tertiary,133168,44,divorced,management
secondary,133171,26,single,technician
SECONDARY,133172,24,single,blue-collar
secondary,133174,36,married,blue-collar
secondary,133181,22,single,student
secondary,133187,52,married,technician
primary,133188,40,married,technician
secondary,133192,30,single,management
primary,133196,50,married,entrepreneur
tertiary,133197,32,married,management
secondary,133200,37,married,blue-collar
secondary,133201,32,married,entrepreneur
secondary,133203,49,married,technician
secondary,133205,36,single,admin.
secondary,133207,31,married,blue-collar
primary,133208,31,single,blue-collar
tertiary,133211,36,married,management
secondary,133216,28,married,technician
secondary,133235,28,single,management
primary,133236,47,married,management
tertiary,133237,35,married,management
tertiary,133245,57,married,technician
primary,133253,46,married,management
secondary,133258,41,married,blue-collar
SECONDARY,133278,36,married,blue-collar
secondary,133285,43,married,unemployed
secondary,133287,35,married,blue-collar
primary,133291,57,married,retired
primary,133296,50,married,unknown
primary,133302,34,married,blue-collar
tertiary,133304,35,single,management
SECONDARY,133306,44,single,blue-collar
tertiary,133308,61,married,management
secondary,133315,23,married,technician
primary,133328,33,married,blue-collar
secondary,133330,29,divorced,blue-collar
secondary,133343,61,married,retired
secondary,133350,42,married,admin.
primary,133359,25,single,blue-collar
tertiary,133361,46,married,management
secondary,133363,70,married,retired
secondary,133369,39,married,services
primary,133370,35,married,blue-collar
secondary,133372,46,married,blue-collar
tertiary,133376,32,single,management
tertiary,133381,31,single,management
tertiary,133389,35,single,management
secondary,133391,44,married,blue-collar
tertiary,133392,59,divorced,housemaid
tertiary,133397,32,single,technician
tertiary,133408,59,married,management
primary,133436,45,married,blue-collar
tertiary,133438,39,married,technician
primary,133441,36,married,blue-collar
secondary,133454,44,divorced,admin.
primary,133461,78,married,retired
tertiary,133471,40,single,admin.
secondary,133482,32,married,admin.
secondary,133485,31,married,blue-collar
tertiary,133494,28,single,technician
tertiary,133502,50,divorced,self-employed
tertiary,133515,73,divorced,retired
tertiary,133516,37,single,admin.
tertiary,133523,34,married,management
secondary,133531,28,single,student
secondary,133532,42,divorced,admin.
secondary,133537,54,divorced,unemployed
secondary,133539,27,married,blue-collar
secondary,133540,36,married,blue-collar
primary,133552,47,married,housemaid
tertiary,133554,35,married,technician
primary,133556,73,married,retired
tertiary,133561,33,single,management
tertiary,133562,32,single,technician
secondary,133566,37,married,blue-collar
secondary,133580,64,married,retired
tertiary,133585,51,married,entrepreneur
secondary,133587,33,married,blue-collar
tertiary,133589,49,married,technician
tertiary,133594,32,single,management
secondary,133602,31,single,technician
primary,133604,21,single,student
secondary,133606,33,married,technician
secondary,133609,26,single,services
secondary,133610,33,married,blue-collar
secondary,133611,32,single,technician
tertiary,133613,37,single,management
tertiary,133619,29,single,management
primary,133621,40,single,blue-collar
secondary,133622,58,divorced,services
secondary,133629,56,divorced,blue-collar
primary,133632,33,married,blue-collar
primary,133637,41,divorced,blue-collar
secondary,133640,39,single,services
secondary,133642,39,married,blue-collar
secondary,133646,35,single,blue-collar
tertiary,133648,28,married,technician
secondary,133653,28,married,blue-collar
primary,133658,41,married,blue-collar
SECONDARY,133659,34,married,blue-collar
secondary,133667,33,married,blue-collar
tertiary,133679,34,single,technician
secondary,133687,35,single,services
secondary,133700,50,married,services
secondary,133704,28,married,technician
secondary,133705,35,single,technician
secondary,133711,42,married,admin.
primary,133718,46,married,blue-collar
unknown,133730,39,married,blue-collar
secondary,133732,48,divorced,admin.
secondary,133736,36,married,services
secondary,133740,47,married,services
secondary,133742,29,married,services
secondary,133751,41,married,blue-collar
SECONDARY,133752,35,married,technician
secondary,133757,52,divorced,admin.
secondary,133760,33,married,technician
secondary,133768,43,married,blue-collar
tertiary,133771,32,married,management
SECONDARY,133788,34,married,technician
secondary,133789,24,single,student
secondary,133792,37,divorced,blue-collar
tertiary,133793,35,single,management
tertiary,133794,26,single,student
secondary,133798,29,single,technician
unknown,133799,63,married,retired
primary,133800,95,divorced,retired
tertiary,133801,65,married,retired
secondary,133804,59,married,technician
tertiary,133805,35,single,management
secondary,133807,74,married,retired
primary,133808,56,married,unemployed
tertiary,133814,26,single,student
unknown,133816,30,single,blue-collar
secondary,133817,29,married,self-employed
tertiary,133818,67,single,retired
tertiary,133819,31,single,management
primary,133820,78,married,retired
unknown,133821,45,divorced,unknown
secondary,133822,29,single,blue-collar
tertiary,133823,39,married,admin.
tertiary,133824,45,married,management
primary,133832,66,married,blue-collar
tertiary,133834,45,married,technician
tertiary,133835,32,single,management
secondary,133836,36,single,student
unknown,133837,41,single,unknown
secondary,133838,38,married,technician
tertiary,133840,41,divorced,management
tertiary,133843,32,single,technician
tertiary,133845,33,married,admin.
tertiary,133847,30,married,services
primary,133848,65,married,retired
primary,133849,45,divorced,admin.
tertiary,133850,42,married,self-employed
tertiary,133852,75,married,retired
tertiary,133854,65,divorced,management
tertiary,133855,53,married,management
primary,133856,40,married,management
tertiary,133857,69,divorced,retired
secondary,133858,27,single,blue-collar
tertiary,133860,31,single,admin.
secondary,133861,25,single,student
SECONDARY,133865,37,married,technician
tertiary,133866,32,single,management
secondary,133868,53,married,retired
tertiary,133869,45,married,management
tertiary,133871,35,married,management
secondary,133873,32,single,blue-collar
primary,133875,19,single,student
primary,133876,74,married,retired
tertiary,133877,37,married,management
primary,133878,81,married,retired
primary,133880,59,married,blue-collar
unknown,133881,76,married,management
secondary,133883,22,single,admin.
secondary,133884,25,single,blue-collar
SECONDARY,133886,27,single,services
secondary,133887,39,married,admin.
unknown,133889,24,single,services
tertiary,133891,28,single,blue-collar
tertiary,133894,51,married,management
primary,133895,66,married,retired
primary,133896,28,single,unemployed
tertiary,133898,34,single,technician
tertiary,133899,29,single,management
tertiary,133903,30,single,management
primary,133904,72,married,retired
secondary,133906,58,married,blue-collar
tertiary,133909,32,single,management
tertiary,133910,31,single,technician
primary,133912,72,married,retired
tertiary,133915,23,single,student
tertiary,133916,71,married,technician
secondary,133917,41,married,unemployed
tertiary,133919,37,married,admin.
tertiary,133921,24,single,student
tertiary,133924,56,divorced,management
primary,133925,65,married,retired
tertiary,133927,57,married,management
tertiary,133928,72,married,self-employed
tertiary,133929,52,DIVORCED,admin.
secondary,133933,51,single,admin.
